"subjectid" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodyaccjerkmagmean" "fbodyaccjerkmagstd" "fbodygyromagmean" "fbodygyromagstd" "fbodygyrojerkmagmean" "fbodygyrojerkmagstd"
2 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.0899511204978723 0.215586334889362 0.0899511204978723 0.215586334889362 0.00565516335106383 0.22961718512766 -0.162188586930426 -0.274844110531915 -0.410872671489362 -0.343187875404255 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.162032894287234 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.458732747446809 -0.422987665106383 0.293424826591489 -0.0214787881723404 0.222247409576596 0.227480732542553 -0.320838543553191 -0.372576755361702 -0.380175306489362 -0.343698985425532
2 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.878004056875 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.107322679520833 -0.205977045295833 -0.107322679520833 -0.205977045295833 -0.321268911041667 -0.21738939458125 -0.219713472958333 -0.377532167604167 -0.572816438541667 -0.597291719166667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.14531853915625 -0.36672824375 -0.189511136902083 -0.2604238389625 -0.450612184791667 -0.438620401875 -0.60079849625 -0.621820202916667
3 "LAYING" 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.241758478064516 0.837032099677419 0.48870318516129 -0.982512193064516 -0.981202749677419 -0.964807543870968 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.98087931483871 -0.968710724677419 -0.982093162903226 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.974545752096774 -0.977272653709677 -0.963505609032258 -0.10004449883871 -0.0389771765322581 -0.06873387 -0.980328645 -0.986762741935484 -0.983338279516129 -0.972791346129032 -0.964218176451613 -0.972791346129032 -0.964218176451613 -0.979484593387097 -0.976121297903226 -0.951564751451613 -0.954275110967742 -0.98671362516129 -0.983139255645161 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.983691129032258 -0.964094604193548 -0.96327908016129 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.983122615967742 -0.971044012741936 -0.983711904677419 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.975986433709677 -0.977032495483871 -0.967256854193548 -0.96552427516129 -0.968350217419355 -0.975949597903226 -0.975305377903226 -0.96458672483871 -0.955441855806452 -0.984278251290323 -0.982568158064516
3 "SITTING" 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 0.901098984615385 0.127303379245962 0.139020582461538 -0.957324457884615 -0.903923008269231 -0.897736318269231 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.974467390384615 -0.953631390961538 -0.974661565961538 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.972546905961538 -0.978635908653846 -0.973751670576923 -0.895383350192308 -0.8703017 -0.895383350192308 -0.8703017 -0.969080752884615 -0.966550084230769 -0.919354372307692 -0.925518103807692 -0.977998051923077 -0.976772675961538 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.971605878461538 -0.8496556575 -0.864322464038462 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.976283534807692 -0.956461756730769 -0.9771595725 -0.957550637692308 -0.95617355 -0.934967958846154 -0.968013062884615 -0.939609988461538 -0.930633150769231 -0.904185725576923 -0.874626592115385 -0.965888891730769 -0.966568852884615 -0.946664943653846 -0.925449629 -0.977898105576923 -0.976689802692308
3 "STANDING" 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.96674254295082 -0.893449307213115 -0.911419015081967 0.93503077852459 -0.301735130327869 0.024763106752459 -0.982020428032787 -0.957425321803279 -0.928161577377049 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.925430819016393 -0.915143303606557 -0.925430819016393 -0.915143303606557 -0.959303840327869 -0.948770043278689 -0.892089349344262 -0.88212522147541 -0.962339339672131 -0.957679766885246 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.960570921803279 -0.943948547213115 -0.975595949508197 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.926968932295082 -0.921836076557377 -0.948627467704918 -0.94820681442623 -0.913682362622951 -0.883439718032787 -0.960331717868852 -0.957121510491803
3 "WALKING" 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 -0.962355639482759 -0.952091795 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.254690333275862 -0.328428936551724 -0.254690333275862 -0.328428936551724 -0.280009317413793 -0.139916355325862 -0.466411754137931 -0.561510683275862 -0.566135217931034 -0.567371560862069 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.568888673448276 -0.545896388103448 -0.290031535172414 -0.456373080862069 -0.186764516965517 -0.0898519904044828 -0.569755772241379 -0.632643292931034 -0.607751646034483 -0.549087007931034
3 "WALKING_DOWNSTAIRS" 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 0.939057787755102 -0.228829214285714 -0.102352758040816 -0.950061129591837 -0.946094637755102 -0.899943947755102 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.0858010042244898 -0.111439194979592 -0.571735243061224 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.261653414014286 -0.546740387959184 -0.44230776755102 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.285683162346939 -0.680947338163265 -0.374605412306122 -0.0628126118283674 -0.0411340078469388 -0.0628126118283674 -0.0411340078469388 -0.205239246653061 -0.0926324494530612 -0.215294501244898 -0.245794699346939 -0.508567577142857 -0.583919211020408 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.165442898685714 -0.14772824006198 -0.613525074285714 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.30863033105102 -0.553094540204082 -0.548164313265306 0.0289413195612245 -0.233849422120408 -0.049477977322449 -0.159102288018367 -0.332376629371429 -0.322440827020408 -0.576277199387755 -0.624910820612245
3 "WALKING_UPSTAIRS" 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 0.0116280813372881 -0.369754604067797 0.883533436101695 -0.382851153728814 -0.162943955254237 -0.944040819322034 -0.909825953898305 -0.909469675084746 0.0426880986186441 0.0397249270484746 0.0208205538101695 -0.458364616949153 -0.251680364540678 -0.708551711864407 0.0721980309322034 -0.139275405637288 0.0215603697 -0.456039262525424 -0.582742845932203 -0.492327305084746 -0.115510569491525 -0.0400372510491525 -0.0498180874305085 -0.507270757966102 -0.775774143389831 -0.573433947627119 -0.184014895 -0.333597432542373 -0.184014895 -0.333597432542373 -0.436901159491525 -0.439020591694915 -0.347321812220339 -0.408886653186441 -0.658861401355932 -0.718028040338983 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.285333024050847 -0.00803987529661017 -0.350797226271186 -0.478434306271186 -0.283772547471017 -0.677314534067797 -0.486446509661017 -0.268191523644068 -0.738705863898305 -0.378216681762712 -0.637293508305085 -0.431503361525424 -0.484820991355932 -0.556045947118644 -0.561097649661017 -0.315866079491525 -0.447994369152542 -0.412920898474576 -0.48060920220339 -0.514211583728814 -0.445181802430508 -0.716877778644068 -0.740033436271186
4 "LAYING" 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.420664662222222 0.915165104259259 0.341531310555556 -0.921199965925926 -0.969816635740741 -0.976176608888889 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.973102422222222 -0.961109291851852 -0.962073755 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.954557603148148 -0.931292216611111 -0.954557603148148 -0.931292216611111 -0.970095771666667 -0.960786430740741 -0.930236462592593 -0.947031781666667 -0.985068502037037 -0.982698213703704 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.980079292592593 -0.944366881666667 -0.980261236296296 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.975094739444444 -0.956182500185185 -0.965807466666667 -0.939389701296296 -0.937187975962963 -0.96228712537037 -0.958037119259259 -0.961556660185185 -0.947100325185185 -0.983609073333333 -0.982543631666667
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.93272710386 -0.9509492546 0.0784500239 -0.0108582171094 -0.0121499951596 -0.9767421962 -0.9445961056 -0.9790387658 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 -0.9584681204 -0.9279722294 -0.09694948424 -0.041848389996 -0.0489964351672 -0.9698997312 -0.984441358 -0.9688048316 -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9260633138 -0.928898293 -0.9804904618 -0.9758066902 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.8894673494 -0.9269993168 -0.9768457126 -0.9442983908 -0.9751549056 -0.9787769122 -0.949293158 -0.9816994482 -0.9605896358 -0.9675836478 -0.9337768922 -0.973333107 -0.954120419 -0.9328683544 -0.929002095 -0.9198157096 -0.9625007338 -0.9615845194 -0.9487697524 -0.9288505544 -0.9765477634 -0.9762617538
